location,vendor,lat,lon,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,ZIP,Calle,Ciudad
"Roma Sur, Cuauhtémoc, Distrito Federal",Promoluxury,19.405299,-99.1649891,2.0,1,2.0,70.0,4997000.0,71385.71428571429,06760,Quintana Roo,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.4130477,-99.1615075,2.0,2,2.0,144.0,8584000.0,59611.11111111111,06700,Tonalá,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Incitybienesraices,19.4063936,-99.1638207,2.0,2,3.0,286.0,9990000.0,34930.06993006993,06760,Eje 3 Sur Sin Número,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Rent A House Cdmx,19.4356338,-99.1495107,2.0,1,2.0,90.0,5950000.0,66111.11111111111,06030,Paseo de La Reforma Norte,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Jrasesores,19.405299,-99.1649891,2.0,2,2.0,77.0,4747034.0,61649.792207792205,06760,Quintana Roo,Ciudad de México
"Roma, Roma Norte, Cuauhtémoc, Distrito Federal",Oscarjuarezmontao,19.4029252,-99.1680476,2.0,2,3.0,111.0,6909413.0,62246.963963963964,06760,Calle Bajío,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.410758,-99.1684745,2.0,1,3.0,160.0,8500000.0,53125.0,06100,Avenida Michoacán,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.416758,-99.1624745,2.0,1,3.0,150.0,8000000.0,53333.333333333336,06700,Roma Norte,Ciudad de México
"Constitucion, Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.4020693,-99.1824032,2.0,1,2.0,134.0,6137930.0,45805.44776119403,11800,Calle de la Constitución,Ciudad de México
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Grupo Inmobiliario Gid13,19.413758,-99.1654745,2.0,1,3.0,160.0,8500000.0,53125.0,06700,Eje 2 Sur,Ciudad de México
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Grupo Inmobiliario Gid13,19.413758,-99.1654745,2.0,1,3.0,150.0,8000000.0,53333.333333333336,06700,Eje 2 Sur,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Mi Casa Propia,19.420787,-99.178499,2.0,1,2.0,85.0,4695000.0,55235.294117647056,11580,Avenida Chapultepec,Ciudad de México
"Avenida Baja California 15, Roma Sur, Ciudad De México, Cdmx, México, Roma Sur, Cuauhtémoc, Distrito Federal",Metrica Inmobiliaria,19.4067443,-99.1561012,2.0,1,2.0,95.0,4570000.0,48105.26315789474,06760,Avenida Baja California,Ciudad de México
"Constitucion, Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.4020558,-99.1824457,2.0,1,2.0,94.0,6288450.0,66898.40425531915,11800,Calle José María Vigil,Ciudad de México
"Nayarit, Roma Sur, Cuauhtémoc, Distrito Federal",Hipoo Mx,19.4100208,-99.1609595,2.0,1,3.0,122.0,7040000.0,57704.91803278688,06760,Nayarit,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.441631,-99.14581,2.0,1,2.0,73.0,4527000.0,62013.69863013698,06300,Callejón Zarco,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.400076,-99.1843968,2.0,1,2.0,77.0,4827000.0,62688.31168831169,11800,Viaducto Presidente Miguel Alemán Valdés,Ciudad de México
"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",Home Seekers,19.4124914,-99.1572585,1.0,1,2.0,76.0,4450000.0,58552.63157894737,06700,Córdoba,Ciudad de México
"Tonala, Roma Norte, Cuauhtémoc, Distrito Federal",Century21 Levalgroup,19.4130341,-99.1614773,3.0,2,3.0,193.0,14148523.0,73308.40932642487,06700,Tonalá,Ciudad de México
"Tonala 177 Depto 302 Ph, Roma Norte, Cuauhtémoc, Distrito Federal",Century21 Levalgroup,19.4130341,-99.1614773,2.0,2,2.0,91.0,13333718.0,146524.37362637362,06700,Tonalá,Ciudad de México
"Bajio, Roma Sur, Cuauhtémoc, Distrito Federal",Luxuryhabitatmx,19.4029284,-99.16806,2.0,2,3.0,111.0,7140000.0,64324.32432432433,06760,Calle Bajío,Ciudad de México
"Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4311322,-99.1681413,5.0,2,3.0,172.0,10900000.0,63372.09302325582,06500,Río Danubio,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4195256,-99.162549,2.0,3,2.0,140.0,8400000.0,60000.0,06700,Calle de Durango,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4019283,-99.1690601,2.0,2,3.0,113.0,6000000.0,53097.345132743365,06760,Hermosillo,Ciudad de México
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Eka Soluciones Inmobiliarias,19.4120249,-99.1642866,2.0,1,2.0,77.0,5500000.0,71428.57142857143,06700,Calle de Chiapas,Ciudad de México
"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4202853,-99.1696874,2.0,2,1.0,158.0,6900000.0,43670.88607594937,06700,Sinaloa,Ciudad de México
"Zacatecas, Roma Sur, Cuauhtémoc, Distrito Federal",Luxence,19.4446241,-99.1286416,3.0,2,3.0,284.0,12700000.0,44718.30985915493,06200,Aztecas,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Espaciosurbanosmx,19.4172482,-99.1716012,1.0,1,1.0,36.0,3489158.0,96921.05555555556,06700,Colima,Ciudad de México
"Tlacotalpan, Roma Norte, Cuauhtémoc, Distrito Federal",Gpobm3,19.4052563,-99.1662026,2.0,1,2.0,190.0,11317200.0,59564.21052631579,06760,Tlacotalpan,Ciudad de México
"Tepeji, Roma Sur, Cuauhtémoc, Distrito Federal",Cattoribr,19.4078138,-99.1618723,2.0,2,3.0,151.0,7568500.0,50122.51655629139,06760,Tepeji,Ciudad de México
"Roma Norte, Cuauhtémoc, Distrito Federal",Eduardomarcelohernandezlopez,19.4155297,-99.1666371,2.0,1,2.0,107.0,6250000.0,58411.214953271025,06100,Hipódromo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4049518,-99.1660872,2.0,2,3.0,113.0,6890000.0,60973.45132743363,06760,Tlacotalpan,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Homes Real Estate,19.4222565,-99.1564692,3.0,2,2.0,161.0,6990000.0,43416.14906832298,06700,Frontera,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.405299,-99.1649891,2.0,1,3.0,84.0,4157000.0,49488.09523809524,06760,Quintana Roo,Ciudad de México
"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",Tucasahoy ,19.4158401,-99.1596792,2.0,2,3.0,201.0,11670000.0,58059.701492537315,06700,Zacatecas,Ciudad de México
"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",Remax Satelite,19.4189,-99.1588,1.0,1,2.0,121.0,6995000.0,57809.9173553719,06700,Córdoba,Ciudad de México
"Salina Cruz, Roma Sur, Cuauhtémoc, Distrito Federal",Veronica Porraz,19.4031573,-99.1650107,2.0,2,2.0,218.0,9995000.0,45848.62385321101,06760,Salina Cruz,Ciudad de México
"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4202448,-99.1695894,2.0,2,2.0,160.0,6900000.0,43125.0,06700,Roma Norte,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4451,-99.1461,3.0,1,2.0,146.0,8800000.0,60273.97260273973,06300,Eje 1 Norte,Ciudad de México
"Salina Cruz, Roma Sur, Cuauhtémoc, Distrito Federal",Veronica Porraz,19.4031573,-99.1650107,2.0,2,2.0,220.0,9950000.0,45227.27272727273,06760,Salina Cruz,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,78.0,5093660.0,65303.333333333336,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,114.0,6836397.0,59968.39473684211,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,78.0,5073260.0,65041.794871794875,06760,Monterrey,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Morris Lan,19.4202688,-99.1642694,3.0,2,2.0,192.0,9000000.0,46875.0,06700,Calle de Durango,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,75.0,4935667.0,65808.89333333333,06760,Monterrey,Ciudad de México
"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",Home Seekers,19.4124914,-99.1572585,2.0,2,2.0,127.0,8850000.0,69685.03937007874,06700,Córdoba,Ciudad de México
"2 De Abril 2007, Roma, Monterrey, Nuevo León",Century21 Urbana,25.6562256,-100.2966267,2.0,1,3.0,103.1,4488936.0,43539.631425800195,64700,Río Sena,Nuevo León
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,107.0,6501913.0,60765.542056074766,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,67.0,4332353.0,64661.985074626864,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,67.0,4352753.0,64966.46268656717,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,75.0,4894867.0,65264.89333333333,06760,Monterrey,Ciudad de México
"Viaducto, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.40132,-99.1681,2.0,1,3.0,84.0,4061000.0,48345.23809523809,06760,Calle Chilpancingo,Ciudad de México
"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",Homes Real Estate,19.4222565,-99.1564692,3.0,2,2.0,180.0,6100000.0,33888.88888888889,06700,Frontera,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,77.0,4617866.0,59972.28571428572,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,65.0,4272137.0,65725.18461538461,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,67.0,4393553.0,65575.41791044777,06760,Monterrey,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,65.0,4251737.0,65411.338461538464,06760,Monterrey,Ciudad de México
"Baja California, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,2.0,1,2.0,95.2,4570000.0,48004.20168067227,06760,Quintana Roo,Ciudad de México
"Monterrey, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4089339,-99.1617879,2.0,1,2.0,75.0,4915267.0,65536.89333333333,06760,Monterrey,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4137406,-99.1610013,1.0,1,1.0,53.0,4494244.0,84797.05660377358,06700,Eje Vial 2A Sur,Ciudad de México
"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.413676,-99.1654703,3.0,1,3.0,152.0,8500000.0,55921.05263157895,06700,Calle Querétaro,Ciudad de México
"Av. Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4182279,-99.16194,2.0,1,3.0,87.0,3750000.0,43103.44827586207,06700,Avenida Álvaro Obregón,Ciudad de México
"San Luis Potosi 136, Roma Norte, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.418153,-99.1652014,1.0,1,1.0,53.02,4492244.0,84727.34817050169,06700,Tabasco,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4137406,-99.1610013,3.0,2,3.0,129.0,11248826.0,87200.2015503876,06700,Eje Vial 2A Sur,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,141.0,7651263.0,54264.27659574468,06760,Tlacotalpan,Ciudad de México
"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Remax Prosperity,19.4229547,-99.1652534,2.0,1,2.0,85.0,4995000.0,58764.705882352944,06700,Roma Norte,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.3999283,-99.1710601,2.0,2,2.0,104.0,5700000.0,54807.692307692305,11800,Avenida José Martí,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4137406,-99.1610013,2.0,1,2.0,102.0,7463773.0,73174.24509803922,06700,Eje Vial 2A Sur,Ciudad de México
"Aguascalientes, Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4090847,-99.1643187,2.0,1,2.0,107.0,8521860.0,79643.55140186916,06760,Aguascalientes,Ciudad de México
"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",Cattoribr,19.4129403,-99.1615832,1.0,1,1.0,116.0,6795000.0,58577.58620689655,06700,Tonalá,Ciudad de México
"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4234541,-99.1619184,1.0,1,1.0,70.0,3250000.0,46428.57142857143,06700,Avenida Chapultepec,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,244.0,8952615.0,36691.04508196721,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,228.0,8850000.0,38815.78947368421,06760,Tlacotalpan,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,74.0,4441570.0,60021.21621621621,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,89.0,7299250.0,82014.04494382022,06700,Coahuila,Ciudad de México
"Tlacotalpan 89, Roma Sur, Cuauhtémoc, Distrito Federal",Century21 Living,19.4046152,-99.1662218,2.0,2,2.0,120.24,7550000.0,62791.08449767133,06760,Tlacotalpan,Ciudad de México
"Cuauhtémoc, Distrito Federal",Consultores Patrimoniales,19.424552,-99.1583315,2.0,1,2.0,80.0,839652.0,10495.65,06700,Roma Norte,Ciudad de México
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",Airnetwork Asesores Inmob,19.4137406,-99.1610013,2.0,2,2.0,102.0,8026715.0,78693.2843137255,06700,Eje Vial 2A Sur,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,74.0,4419100.0,59717.56756756757,06700,Coahuila,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,150.0,6111850.0,40745.666666666664,06700,Coahuila,Ciudad de México
"Querétaro, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4153499,-99.1582168,2.0,2,3.0,129.0,10833000.0,83976.74418604652,06700,Eje 2 Sur,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.4019283,-99.1690601,2.0,2,3.0,149.0,9670000.0,64899.328859060406,06760,Hermosillo,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Zona Ryg,19.3999283,-99.1710601,2.0,2,3.0,112.0,6790000.0,60625.0,11800,Avenida José Martí,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Barragan Br,19.405299,-99.1649891,2.0,2,2.0,90.0,5700000.0,63333.333333333336,06760,Quintana Roo,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,134.0,7752143.0,57851.81343283582,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,126.0,7126687.0,56561.00793650794,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,130.0,7449503.0,57303.86923076923,06760,Tlacotalpan,Ciudad de México
"Tlacotalpan, Roma Sur, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4046152,-99.1662218,2.0,2,2.0,136.0,7348623.0,54033.992647058825,06760,Tlacotalpan,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,88.0,7282720.0,82758.18181818182,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4992850.0,65695.3947368421,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,86.0,5956650.0,69263.37209302325,06700,Coahuila,Ciudad de México
"Huatabampo 30, Roma Sur, Cuauhtémoc, Distrito Federal",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,3.0,2,3.0,128.0,6958000.0,54359.375,06760,Quintana Roo,Ciudad de México
"Tonalá, Roma Norte, Cuauhtémoc, Distrito Federal",Jlp Realty Homes,19.4153848,-99.1619716,2.0,2,2.0,112.0,13170500.0,117593.75,06700,Roma Norte,Ciudad de México
"Querétaro, Cuauhtémoc, Distrito Federal",Circulobienesraices,19.4153499,-99.1582168,1.0,1,1.0,57.0,4377600.0,76800.0,06700,Eje 2 Sur,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,93.0,6030150.0,64840.32258064516,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,92.0,5924650.0,64398.36956521739,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,93.0,5937050.0,63839.24731182796,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,93.0,6767250.0,72766.12903225806,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,4655643.0,59687.730769230766,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4916300.0,64688.15789473684,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,5704875.0,75064.1447368421,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,99.0,9119400.0,92115.15151515152,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,93.0,5843950.0,62838.17204301075,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,93.0,5750850.0,61837.096774193546,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,92.0,6017550.0,65408.15217391304,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,92.0,5831750.0,63388.586956521736,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,92.0,6747750.0,73345.10869565218,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,89.0,6915220.0,77699.10112359551,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,89.0,7574580.0,85107.6404494382,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,84.0,6969200.0,82966.66666666667,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,4612462.0,59134.1282051282,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,4632090.0,59385.769230769234,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,4592835.0,58882.5,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,5041460.0,64634.10256410256,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,4710600.0,60392.307692307695,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,5222500.0,68717.1052631579,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,5069400.0,66702.63157894737,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,78.0,5324960.0,68268.71794871795,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4985050.0,65592.76315789473,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4908500.0,64585.52631578947,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4700054.0,61842.81578947369,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4831950.0,63578.28947368421,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4755400.0,62571.05263157895,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,103.0,9025380.0,87625.04854368932,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,76.0,4839750.0,63680.92105263158,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,103.0,8982870.0,87212.33009708738,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,86.0,6303500.0,73296.51162790698,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,86.0,6216700.0,72287.20930232559,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,86.0,6238400.0,72539.53488372093,06700,Coahuila,Ciudad de México
"Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal",Bienesraiceslomelin,19.4109247,-99.1651635,2.0,1,2.0,86.0,6173300.0,71782.55813953489,06700,Coahuila,Ciudad de México
"Roma Sur, Cuauhtémoc, Distrito Federal",Sata7784633,19.4052016,-99.1660064,2.0,2,3.0,293.0,11050000.0,37713.31058020478,06760,Quintana Roo,Ciudad de México
"Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",Metros Cuadrados Expertos,19.4109231,-99.1651722,2.0,1,2.0,83.0,4643350.0,55943.97590361446,06700,Coahuila,Ciudad de México
